song_id|song_name|song_language|song_duration|song_popularity|album_id|song_preview_url|song_url
3WhTYGxHxo0fMDWKunb1NE|Thattaan Thattaan|Tamil|04:50|40|7q76Yn2jhb33CArw2ClBMf|https://p.scdn.co/mp3-preview/c8698ae99c7021a4bcf2314d16f197439d41225d?cid=c5a0251f343b458da5edd6f2ab045dee|https://open.spotify.com/track/3WhTYGxHxo0fMDWKunb1NE
5LbYEpirwlR8N9SHkKYhWD|Unakku Naan Erupen|Tamil|06:06|50|7LycQUU17zjGkXOAEvlfS8|https://p.scdn.co/mp3-preview/ce2110889530a9c223b5d17d094735b11e64ba9a?cid=c5a0251f343b458da5edd6f2ab045dee|https://open.spotify.com/track/5LbYEpirwlR8N9SHkKYhWD
36d0fy3TbyWFR4mth7hpVd|Yaathi Yaathi|Tamil|03:59|52|1MtVc2FnYzeClvBrICMnRw|https://p.scdn.co/mp3-preview/a78db7a9d023b300970470d25d574e44b0c3d0f8?cid=c5a0251f343b458da5edd6f2ab045dee|https://open.spotify.com/track/36d0fy3TbyWFR4mth7hpVd
4HDzsx1dJKbuL0YkffBuBm|Thodu Vaanam|Tamil|05:15|64|23xN4QBDqWomd6xxYXIxJ8|https://p.scdn.co/mp3-preview/2b2744e679fc9aac2e1b33067b082e31bb1a713f?cid=c5a0251f343b458da5edd6f2ab045dee|https://open.spotify.com/track/4HDzsx1dJKbuL0YkffBuBm
4beibTdsFNXHq7bosci34R|Pogiren|Tamil|04:03|64|4azUeFq22FC9yoA6VkUKOv|https://p.scdn.co/mp3-preview/bf44860d303e9f18b67b1cb53ab94f86062cfb72?cid=c5a0251f343b458da5edd6f2ab045dee|https://open.spotify.com/track/4beibTdsFNXHq7bosci34R
6pW1AQhs75Cc5WTgoRQ8vi|Saaral Mazhaiyaa|Tamil|04:39|59|3DNeL0BcNVKRFxAr1jf7ox|https://p.scdn.co/mp3-preview/70a53909579dbfb75bd184f8be6ff75ee8aa8361?cid=c5a0251f343b458da5edd6f2ab045dee|https://open.spotify.com/track/6pW1AQhs75Cc5WTgoRQ8vi
5OVcYJKWpStjig7N0xkAOw|Raja Raja Chozhan - Reprise Version|Tamil|03:36|0|4c77674FTxsYlbhCgvF2iN||https://open.spotify.com/track/5OVcYJKWpStjig7N0xkAOw
5McHUo9Z2Yu7vYJFN601Eq|Vellattu Kannazhagi|Tamil|03:54|33|6713tySNYYapt7KIusXtBE|https://p.scdn.co/mp3-preview/c5d4d1f3dcff3df8dbce2a86d514dd67f2d145cd?cid=c5a0251f343b458da5edd6f2ab045dee|https://open.spotify.com/track/5McHUo9Z2Yu7vYJFN601Eq
2spwqh9U3q4hFdwzLIzz8W|Gundumalli|Tamil|03:35|26|3NV47pWn2ERWwWsWJPz4J8|https://p.scdn.co/mp3-preview/937e0ca4da418cbb666ead624fa0f05200e00084?cid=c5a0251f343b458da5edd6f2ab045dee|https://open.spotify.com/track/2spwqh9U3q4hFdwzLIzz8W
6SdhBcbng3Hhb6cm0XX8jR|Alagiya Sirukki|Tamil|05:01|20|7J7RbUtDNTR1dkI4nLBkGM|https://p.scdn.co/mp3-preview/950d3e8fef3c72faa979707c0e0a5906d9656d3e?cid=c5a0251f343b458da5edd6f2ab045dee|https://open.spotify.com/track/6SdhBcbng3Hhb6cm0XX8jR
6WAfYZXIKo2ufmQZQR9L8E|Marakkuma Nenjam|Tamil|04:18|56|6ID1od4fd4L19s7ZjoCeW4|https://p.scdn.co/mp3-preview/a84754141ef720e57f5128d4f6955bc95dcb05de?cid=c5a0251f343b458da5edd6f2ab045dee|https://open.spotify.com/track/6WAfYZXIKo2ufmQZQR9L8E
27eHHYapDb98oe2updOB1y|Idhuvum Kadandhu Pogum (The Healing Song)|Tamil|05:12|42|4P2OMhAZYc3NYDWGBt6Lj5|https://p.scdn.co/mp3-preview/861228e04798755b691fbd99ed0e7edc5809c471?cid=c5a0251f343b458da5edd6f2ab045dee|https://open.spotify.com/track/27eHHYapDb98oe2updOB1y
51uRuqYTuf13TCd42SrrFF|En Uyirin Uyiraga|Tamil|04:20|5|1GEUtA9xxEq5E7j4n3osLm|https://p.scdn.co/mp3-preview/90b4ba78c71aaa933e39b07adb5e9ed194e747f5?cid=c5a0251f343b458da5edd6f2ab045dee|https://open.spotify.com/track/51uRuqYTuf13TCd42SrrFF
5RR6Q4yCrbGiRCU5YbpNaY|Unakaga|Tamil|04:26|55|2G7JyChJHrZYCBb0jL2N5t|https://p.scdn.co/mp3-preview/a5e9c788bae2c90479a9a9e99da8e7e806b432fe?cid=c5a0251f343b458da5edd6f2ab045dee|https://open.spotify.com/track/5RR6Q4yCrbGiRCU5YbpNaY
1cXnOQM76qM9CHQGbQKTUr|Nee Indri|Tamil|03:16|39|7rZLlzqZzT8kbZ8SX7IetT|https://p.scdn.co/mp3-preview/e6f0be14ae200a0f9a5ac130c9d0d0aa5d9c4213?cid=c5a0251f343b458da5edd6f2ab045dee|https://open.spotify.com/track/1cXnOQM76qM9CHQGbQKTUr
3V2ricb6fi4OCJu2rjhL1A|Naan Un|Tamil|04:48|63|0J18JSXU6DWdqN2ud6sxHA|https://p.scdn.co/mp3-preview/aa409a090ec4680178b3f3257b4f533d187801c4?cid=c5a0251f343b458da5edd6f2ab045dee|https://open.spotify.com/track/3V2ricb6fi4OCJu2rjhL1A
13vN3hGNNxT9lc3Xa7ktpI|Siragai|Tamil|04:23|30|795CsjbaThg7WtquBawr8H|https://p.scdn.co/mp3-preview/b502503a82fcc90c95fa80275b4613c5ea267f25?cid=c5a0251f343b458da5edd6f2ab045dee|https://open.spotify.com/track/13vN3hGNNxT9lc3Xa7ktpI
2S5ZDnWpckazHUPM4U0HvC|Unthan Kangalil Ennadiyo|Tamil|03:28|10|4hjFPJN1Zx5wVNJs9RwOt1|https://p.scdn.co/mp3-preview/35bf5867f9299fb1bc9e757f27c91cf5aa45997c?cid=c5a0251f343b458da5edd6f2ab045dee|https://open.spotify.com/track/2S5ZDnWpckazHUPM4U0HvC
2DnJjbjNTV9Nd5NOa1KGba|You're so Vain|English|04:18|77|79x0PRGIZv33znrCkPkCZ5|https://p.scdn.co/mp3-preview/64de489763e2f6f83f1ea86152f322656fc494b6?cid=c5a0251f343b458da5edd6f2ab045dee|https://open.spotify.com/track/2DnJjbjNTV9Nd5NOa1KGba
4ybRyv3DbkvDUH9sY37Qn6|You Got Nothing I Want|English|03:16|0|1Htwv3I81HU6YUWWs0ommZ||https://open.spotify.com/track/4ybRyv3DbkvDUH9sY37Qn6
0hCB0YR03f6AmQaHbwWDe8|Whole Lotta Love - 1990 Remaster|English|05:33|77|70lQYZtypdCALtFVlQAcvx|https://p.scdn.co/mp3-preview/89f3dc45265602fa874c23d638538af0f2c6b56a?cid=c5a0251f343b458da5edd6f2ab045dee|https://open.spotify.com/track/0hCB0YR03f6AmQaHbwWDe8
5fMv3MNuPtmXyudS7qlPkV|Who Listens to the Radio|English|03:15|37|5TcVxCnJAZb1EDt8EboF7c|https://p.scdn.co/mp3-preview/4186fa60784454f91e5cb28a0b26770c342cc98a?cid=c5a0251f343b458da5edd6f2ab045dee|https://open.spotify.com/track/5fMv3MNuPtmXyudS7qlPkV
3x2bXiU0o4WbsPkawXlfDA|Who Are You|English|06:18|0|6LRJF97hgXHj8uMLHyCDbh||https://open.spotify.com/track/3x2bXiU0o4WbsPkawXlfDA
1hlveB9M6ijHZRbzZ2teyh|We're Not Gonna Take It|English|03:39|74|0dzqapIToiOhULGvzDKpXm|https://p.scdn.co/mp3-preview/f7edd989cca364142d8019889ad9da883b0f273c?cid=c5a0251f343b458da5edd6f2ab045dee|https://open.spotify.com/track/1hlveB9M6ijHZRbzZ2teyh
4lRdpZYTwaPpuKpquO6bo3|Walk This Way|English|05:10|0|6pJciZv8HMs7imWW9s9J6P||https://open.spotify.com/track/4lRdpZYTwaPpuKpquO6bo3
46ERhnELy62toOMlxe14a3|Wanted Dead Or Alive|English|05:08|0|3gORsZp3xSbkN1ymRNonp1||https://open.spotify.com/track/46ERhnELy62toOMlxe14a3
0CsM8VGDi38kusMv3pxyj1|True - Single Edit|English|05:29|70|2ZcceaFPxi5CuqoBUfedKn|https://p.scdn.co/mp3-preview/b42f91b402e4ca4141a48177712aac6b2f7838c5?cid=c5a0251f343b458da5edd6f2ab045dee|https://open.spotify.com/track/0CsM8VGDi38kusMv3pxyj1
3APayTEWiUl9Ssep4BOXR2|Torn|English|04:04|66|5snQakFpbHsJmrAvhgeuHX|https://p.scdn.co/mp3-preview/bb94c2cb7c4cdbe22822e6893e92ec8312a8037e?cid=c5a0251f343b458da5edd6f2ab045dee|https://open.spotify.com/track/3APayTEWiUl9Ssep4BOXR2
1TfqLAPs4K3s2rJMoCokcS|Sweet Dreams (Are Made of This) - Remastered|English|03:36|83|5jNDWA19BJbE24x1UUJGRY|https://p.scdn.co/mp3-preview/d69101dbd66295473706112d3edf978b70fc4550?cid=c5a0251f343b458da5edd6f2ab045dee|https://open.spotify.com/track/1TfqLAPs4K3s2rJMoCokcS
4CJVkjo5WpmUAKp3R44LNb|Sweet Home Alabama|English|04:41|0|5rtOJsiDDjA9V5306cyTRS||https://open.spotify.com/track/4CJVkjo5WpmUAKp3R44LNb
3UmaczJpikHgJFyBTAJVoz|Stan|English|06:44|85|6t7956yu5zYf5A829XRiHC||https://open.spotify.com/track/3UmaczJpikHgJFyBTAJVoz
0O45fw2L5vsWpdsOdXwNAR|SexyBack (feat. Timbaland)|English|04:02|79|2scB1uhcCI1TSf6b9TCZK3|https://p.scdn.co/mp3-preview/3093705825f1c799e2de0064a2c775ef5c56d503?cid=c5a0251f343b458da5edd6f2ab045dee|https://open.spotify.com/track/0O45fw2L5vsWpdsOdXwNAR
7dqbFQlKaYydSpXXMj2NLI|Shake a Tail Feather|English|02:17|0|2m9tpG7MYzBLvs5Rnc0hDK||https://open.spotify.com/track/7dqbFQlKaYydSpXXMj2NLI
1NvQsr1SIo5fKKQGVpv7lY|Ship of Fools|English|04:29|20|1AqQyOMOngOs6AzjkxN0BA|https://p.scdn.co/mp3-preview/a11e559e87f98577dc32325f66d2ce6e80acfe97?cid=c5a0251f343b458da5edd6f2ab045dee|https://open.spotify.com/track/1NvQsr1SIo5fKKQGVpv7lY
5MMnwYs0hIxkENRsbkWJ2G|Smoke On The Water - Remastered 2012|English|05:40|74|32NQ56VZDTXSH3SMv4XSGN||https://open.spotify.com/track/5MMnwYs0hIxkENRsbkWJ2G
5FdEl2UUaCaN2cC70TbLbx|Sabotage - Remastered 2009|English|02:58|49|3Ba5eDpzB4yLBfJsraQM4G||https://open.spotify.com/track/5FdEl2UUaCaN2cC70TbLbx
1t2Hq2WIBcZINOEnK6mdJG|Save Tonight|English|03:59|68|3P2WRy9eBoBbSTCZWGQOoO||https://open.spotify.com/track/1t2Hq2WIBcZINOEnK6mdJG
5e1enT0NPXPZkR8F3R58bY|Relax|English|03:57|0|0iJ5p5xRoMh0HLr4du6Stp||https://open.spotify.com/track/5e1enT0NPXPZkR8F3R58bY
05oETzWbd4SI33qK2gbJfR|Rhiannon|English|04:12|75|5VIQ3VaAoRKOEpJ0fewdvo|https://p.scdn.co/mp3-preview/476ef04b5327e34acb261d397fc5832022c35d5b?cid=c5a0251f343b458da5edd6f2ab045dee|https://open.spotify.com/track/05oETzWbd4SI33qK2gbJfR
0LN0ASTtcGIbNTnjSHG6eO|Pour Some Sugar On Me (2012)|English|04:21|0|5eJnzLcFCVt0Wcepaj6GiW||https://open.spotify.com/track/0LN0ASTtcGIbNTnjSHG6eO
0tm6gsXe0LSm9zeSspyMQu|Rapper's Delight - Single Version|English|03:55|62|1oQef7548sivCtMQwK8Wgo|https://p.scdn.co/mp3-preview/b2fc38043850a7b6d602742ee0a38b658d33eb23?cid=c5a0251f343b458da5edd6f2ab045dee|https://open.spotify.com/track/0tm6gsXe0LSm9zeSspyMQu
3nvuPQTw2zuFAVuLsC9IYQ|Nothing Compares 2 U|English|04:40|5|34hQFIwGTLf03BZQmGL0iy||https://open.spotify.com/track/3nvuPQTw2zuFAVuLsC9IYQ
05RgAMGypEvqhNs5hPCbMS|Panama - 2015 Remaster|English|03:30|76|3REUXdj5OPKhuDTrTtCBU0|https://p.scdn.co/mp3-preview/67d068feb0fb7e3c89fc786a7bfa0032b77aff53?cid=c5a0251f343b458da5edd6f2ab045dee|https://open.spotify.com/track/05RgAMGypEvqhNs5hPCbMS
7h4RBJBCKJnQrNKGWenr6i|Paranoid|English|02:48|46|1mDCh37cVQHLjD6e27Id4x|https://p.scdn.co/mp3-preview/8b4eb14f1ee6731c90c04cf006b3f18fe0cebaa0?cid=c5a0251f343b458da5edd6f2ab045dee|https://open.spotify.com/track/7h4RBJBCKJnQrNKGWenr6i
0Uc9PhfV2oP7mhXlLux6SM|Love Story|English|03:54|0|3GJNL6p6lb0VmpSDLe46ae||https://open.spotify.com/track/0Uc9PhfV2oP7mhXlLux6SM
4SFuu7TOtRzccYotaYdUeV|Mickey|English|04:14|0|4i8yZW5HsZiBQmtZzmeUWM||https://open.spotify.com/track/4SFuu7TOtRzccYotaYdUeV
6l8BhUGXyQWFGWJY5tohDC|Light My Fire - 2017 Remaster|English|07:10|39|3zVyMAtWiXugudXuCRiUjL|https://p.scdn.co/mp3-preview/61a79633a74230efb5a1bd989ec65964e4296cb2?cid=c5a0251f343b458da5edd6f2ab045dee|https://open.spotify.com/track/6l8BhUGXyQWFGWJY5tohDC
1nh8sw0ZDlNbjXTGutpxwl|Living For The City|English|07:22|0|5w9X19CBZUHOcQZjrUcDZ6||https://open.spotify.com/track/1nh8sw0ZDlNbjXTGutpxwl
6HvUtPLqkP0t6zd6YNdWby|The Look Of Love, Pt.1|English|03:29|65|1vkql5n4Vb9j5XG3yxOU66||https://open.spotify.com/track/6HvUtPLqkP0t6zd6YNdWby
4cBjhKOEXr66AlBtyyPrPe|Love Is A Battlefield - Remastered|English|04:09|39|3Nrz0eEXlIM0Nbtak7PFcH||https://open.spotify.com/track/4cBjhKOEXr66AlBtyyPrPe
6gXrEUzibufX9xYPk3HD5p|Life in the Fast Lane - 2013 Remaster|English|04:46|73|2widuo17g5CEC66IbzveRu|https://p.scdn.co/mp3-preview/adfa7db3ef7838cc4a2a658a7b88da617e02575c?cid=c5a0251f343b458da5edd6f2ab045dee|https://open.spotify.com/track/6gXrEUzibufX9xYPk3HD5p
3D9iV6cYkYJRAPFO6DRKIE|Jealous Guy - Remastered 2010|English|04:17|66|0xzaemKucrJpYhyl7TltAk||https://open.spotify.com/track/3D9iV6cYkYJRAPFO6DRKIE
6mfkHv00I6jhHIn7EWHJ2N|Just A Girl|English|03:25|59|5fSlrmZPalwAAQDwu6shK2||https://open.spotify.com/track/6mfkHv00I6jhHIn7EWHJ2N
4Vc8S0x1yPmGmlYsFNScEn|I See Red|English|04:19|0|2gGUd1a51D5n92i0Ernu60||https://open.spotify.com/track/4Vc8S0x1yPmGmlYsFNScEn
4qOnrKELf9ahYOAaAMJhvR|I Send A Message|English|03:22|0|2fxoua5j7qfLmQGkf1TPIN||https://open.spotify.com/track/4qOnrKELf9ahYOAaAMJhvR
6oNvmplQGUkmAh441Teows|I Touch Myself|English|03:47|65|50bQGJWB4VoD1GY3c4vYbv||https://open.spotify.com/track/6oNvmplQGUkmAh441Teows
