song_id|song_name|artist_id|artist_name
4nSwWiwtieiNmRAjy9fEXN|Kannala Kannala - The Melting Point of Love|0qkE3ei6S9JhPheroVpzqn|Kaushik Krish
29cPr4TH3jmcAMNBePN5SI|Kannave Kannave|1hP2OKkJ24oEkW8nNpQLX7|Vikram
2QQTyqmMTIm147DMHL3s67|Mei Nigara|7qjJw7ZM2ekDSahLXPjIlN|Sid Sriram
7BEymcOfmrFngDh0mpRdtS|Nee Yaro Song|5VVN3xZw1i2qihfITZlvCZ|G. V. Prakash
1VxCdnd46iCgHP5zXGCXPe|"Nira - From ""Takkar"""|0kuJvSWvqLidbIjQaJh8DA|Malvi Sundaresan
0xkVUkRIFnVfCSM8TckJWn|Ottraikkannale|6AiX12wXdXFoGJ2vk8zBjy|Yuvan Shankar Raja
0OhsovNw6lfYlI2nq5pfha|Saara Kaattrae|0oOet2f43PA68X5RxKobEy|Shreya Ghoshal
75sjXeV1gvbSUhptK16P9u|Sandalee|2MPdHKsDL3AQ1dfKfCjbr0|Mahalingam
2436qFo91myUvcU2l1lVFI|Sevatha Pulla|7zFlr6Y537SdALqy0Xfvth|Ranjith Govind
7IdwIr3jf9sO1JGKyX5lLW|Smiyai|1HUZ6vfsSWpfLoxjgDavEB|Devan Ekambaram
34UIACMGAJw6PKsLA2k3Gx|Theeyae Theeyae|2L5oss58ihgLZWOepBEHbI|Sathyan
34UIACMGAJw6PKsLA2k3Gx|Theeyae Theeyae|5ttI5DDy5AJ8AQb35a9LKm|Charulatha Mani
3xQGfRh1FEqfTGUW3kkea2|Tum Tum|1GcAgSs5t6sadg2O8efjEu|Satya Yamini
27QFifT7puS74BT98fffiu|Unna Paartha Naeram|6bmhUYiasV6rSORgLmHYZ4|Srivardhani Kuchi
5If5w4xRJA5nJXYpxetPd5|Uyir Uruvaatha|5VAyiDhBinVfc6RM5RKnLa|Sam C.S.
3lKfblrmg9wwRbK6y8EUkl|Veyyon Silli|5VVN3xZw1i2qihfITZlvCZ|G. V. Prakash
7fmKwVMPfuY2mFytCCGSGY|Yaaraiyum Ivlo Azhaga|4hBCDHUWTljP6BDl5AekgW|Vivek - Mervin
4Ok6BdegpgVdACaIEe1kpN|Yaeley Yaeley Maruthu|66PGnr0hE7ZIcWir6IwitB|Sooraj Santhosh
066zM9sFYBE7Byy1UsRwiB|Anthimaalai Neram|7qjJw7ZM2ekDSahLXPjIlN|Sid Sriram
2minMS5FmStk1UeGDiwAi4|Vilagathey|4ONKKiZXVVuz5nAWCUnnjG|Stephen Zechariah
2TyThiy0ll1Iqe0hNc3JIK|Marandhaye|1QcBqYUeQ4Ux3itkdDaFi0|D. Imman
1KZ5AGrbsknYlKMN3wfAks|Enakku Mattum|4ONKKiZXVVuz5nAWCUnnjG|Stephen Zechariah
4sxIAAwSR2XPeehDZeSseG|Idhuthaanaa|2IUtwMti1OiT3lkW6RubgH|K. S. Chithra
6ioMysrPqTjx6F7Xeh41VD|Karuva Karuva Payale|12CpR4SNDzVIlDoPSeNFeW|Shashaa Tirupati
3pF7ZsQh3wz6miOMDz2qWa|Pachchai Thee|0LSPREIgGMZXCuKVel7LVD|Karthik
3pF7ZsQh3wz6miOMDz2qWa|Pachchai Thee|5KhT12McR6Gh33dA0ntBAB|Damini Bhatla
09aPXFpwTJYIlo36PYwu73|Aasai|5UMXQPeU8ojXiH8f7IfpXv|Mervin Solomon
5q2MZwkvdw28qv0WPsRPHA|Muzumathi|3K9qRRRqtuxgBRLxRCxpDl|Srinivas
0249Wjt2twxjF96oTWgnkr|Thoovaanam|5UqyE5tsMWcrOAjOtROW6B|Sunitha Sarathy
1zhw6eRZi45sVfYr5dRerW|"Azhagaana Aadavaa (From ""Echo"")"|7zAp0JbkavFg2rcMGvANtP|Shakthisree Gopalan
1c9KP5bpnMRVJs20ONXa5a|Endha Pakkam|7eQfgtT1aexNfUdoJtYJ3Q|Radhul Nambiar
62bGoF9s96dXGENLoTKhqE|Yaar Ezhudhiyadho|3RN1T82XXhayseL1rCdJnp|Nivas K Prasanna
7tvDj0JY0HBSikV4mR7VE9|Thumbi Thullal|0oOet2f43PA68X5RxKobEy|Shreya Ghoshal
0GavMn9kjiQk1yI6118jEY|Megham Karukatha|2F3KtUVtrt2GLjcl6pB4cz|Dhanush
1LShaBZ2ynmcILdHDICXZL|Yennada Yennada|1QcBqYUeQ4Ux3itkdDaFi0|D. Imman
2heTLa2cGYgIO97DLnYmjk|Dhol bhaje|4fEkbug6kZzzJ8eYX6Kbbp|KK
7tvkfackAg1CG9ULqsl1aY|Uyirile|0Yb0T3wUUNiIvHjqnfkbuH|Mahalakshmi Iyer
27eHHYapDb98oe2updOB1y|Idhuvum Kadandhu Pogum (The Healing Song)|7qjJw7ZM2ekDSahLXPjIlN|Sid Sriram
2H6mH6NcOyh5an0au8TVra|"Thikatta Thikatta Kadhalippom - From ""Aneethi"""|5VVN3xZw1i2qihfITZlvCZ|G. V. Prakash
2ZqzELrxZZyeTPSR7GZBH4|Yaar Azhaippadhu|7qjJw7ZM2ekDSahLXPjIlN|Sid Sriram
1vPCYSxR27hfWwD6FQtWIm|Maduraikku pogathadee|1IpENMIb7E86dSgQ9v69Xq|Dharshana
3E8C5Hvp25x2ekQ4hyjKXa|"Sathiyama Sollurandi - From ""Velan"""|0VocNHCBQ7Mzn9jNOmuSmz|K. Sivaangi
1xTgZZqZjjkVvRW7fAj2TL|Pachigalam Paravaigalam|4FF7sfmTtz548Ic5RGo91J|Navakkarai Naveen Prabanjam
7n1UVJ0H504ylTJ65msRuz|Klesa Kadhala|074dvQc2KICo1VlD9mhKvb|Janani
5ot4t0BInDsxEGZ2aOitYo|You Make Me Feel Like Dancing - 2010 Remaster|04LIHk1SobiQwt2tlupoAV|Leo Sayer
0qO7FkKWdHPc1Si1Z2nLZm|Who's That Girl - Remastered Version|0NKDgy9j66h3DLnN8qu1bB|Eurythmics
390AWnOn2rfe9FzQjYmxIH|Wicked Game|7290H8m1Dwt8G7jm1y9CQx|Chris Isaak
4zmx3vEPgRPjRT2CszUsZo|White Wedding - Part 1 - 2001- Remaster|7lzordPuZEXxwt9aoVZYmG|Billy Idol
51H2y6YrNNXcy3dfc3qSbA|When Doves Cry|5a2EaR3hamoenG9rDuVn8j|Prince
38bDGWuyYdSdNfrFfbCiVS|We Didn't Start the Fire|6zFYqv1mOsgBRQbae3JJ9e|Billy Joel
0bVtevEgtDIeRjCJbK3Lmv|Welcome To The Jungle|3qm84nBOXUEQ2vnTfUTTFC|Guns N' Roses
46ERhnELy62toOMlxe14a3|Wanted Dead Or Alive|58lV9VcRSjABbAbfWS6skp|Bon Jovi
541jTq3SOEELKvcfA0jHI0|The Way You Make Me Feel|3fMbdgg4jU18AjLCKBhRSm|Michael Jackson
2Y2ud3awMZHDxOCpDebiv3|Umbrella|3nFkdlSjzX9mRTtwJOzDYB|JAY-Z
34gCuhDGsG4bRPIf9bb02f|Thinking out Loud|6eUKZXaKkcviH0Ku9w2n3V|Ed Sheeran
52Rp3xBJFYYdmpgzDy0Quf|The Tide Is High|4tpUmLEVLCGFr93o8hFFIB|Blondie
1kryOQS9FQDsbYY4db5zS5|Superstition|7guDJrEfX3qb6FEbdPA5qi|Stevie Wonder
1WYokrkFOb9TFVuTrmxTTt|Tequila Sunrise - 2013 Remaster|0ECwFtbIWEVNwjlrfc6xoL|Eagles
1LJyFWwVgM8PrAVpsf8oPl|Solsbury Hill - Remastered 2002|7C4sUpWGlTy7IANjruj02I|Peter Gabriel
1qk9ujVgudgU8CyhKOx8ji|Somebody That I Used To Know|6hk7Yq1DU9QcCCrz9uc0Ti|Kimbra
3UmaczJpikHgJFyBTAJVoz|Stan|2mpeljBig2IXLXRAFO9AAs|Dido
4ARhdB2FzpXcko8T03YVen|Stay|4a7CDXcRCXi4kp5z7SEXtg|Lisa Loeb & Nine Stories
0FrCX7P2C2hcRTcuhjEvK4|Smalltown Boy|2wpWOzQE5TpA0dVnh5YD08|Bronski Beat
0n2SEXB2qoRQg171q7XqeW|Smooth (feat. Rob Thomas)|3aBkeBhwadnWMWoVJ2CxJC|Rob Thomas
4PRGxHpCpF2yoOHYKQIEwD|Rock and Roll - Remaster|36QJpDe2go2KgaRleHCDTp|Led Zeppelin
3FCto7hnn1shUyZL42YgfO|Piano Man|6zFYqv1mOsgBRQbae3JJ9e|Billy Joel
7n81LmuV2S1mDwPygontrH|Plans|25ou7Y6W7L1fcMoCZMbf86|Birds Of Tokyo
5Ug4FDeNl30GHSATrz0shq|Pleasure And Pain|5t06MTkDD3yr5LVs3YFLQC|Divinyls
2HY0xuuAqkGAlocHJ2Plu3|Prisoner of Society|3ExT45ORJ8pT516HRZbr7G|The Living End
5HQ639Z3ms3hnZx0KfWnkp|Private Eyes|77tT1kLj6mCWtFNqiOmP9H|Daryl Hall & John Oates
1nQRg9q9uwALGzouOX5OyQ|Radio Ga Ga - Remastered 2011|1dfeR4HaWDbWqFHLkxsg1d|Queen
3EQpCDfP5RdF58lL3d73jn|More Than A Woman|1LZEQNv7sE11VDY3SdxQeN|Bee Gees
0awZMpokrVSdvtYe1MdcWM|Morning Glory - Remastered|2DaxqgrOhkeH0fpeiQq2f4|Oasis
7GAaTpSoTWUTbP2Yxlt4Hd|Need You Now|32WkQRZEVKSzVAAYqukAEA|Lady A
6jQlAObMMtULuYctlVjCLg|No Aphrodisiac - Original|2fczAptz6g62e12F9LxYI6|The Whitlams
2IrdHGhifKDX6m2S8vHf1s|A Message to You Rudy|6dpYy3pXIzMAVXicGk8Hrh|Rico
1ZPlNanZsJSPK5h9YZZFbZ|Like a Virgin|6tbjWDEIzxoDsBA1FuhfPW|Madonna
76s4AaqCV2Hvb5XbUvMZWD|A Little Ray Of Sunshine|5JTxTvG0G5uCPxGotcbbJe|Axiom
3LRJbFT9rKoKv4aW7PuBJC|Longview|7oPftvlwr6VrsViSDV7fJY|Green Day
6HSXNV0b4M4cLJ7ljgVVeh|Knockin' On Heaven's Door|74ASZWbe4lXaubB36ztrGX|Bob Dylan
4m3OS54KWywYhP7WD7z1cg|Life in a Northern Town|1JVoO5bwfU8GNuAZLpBoHe|The Dream Academy
3D9iV6cYkYJRAPFO6DRKIE|Jealous Guy - Remastered 2010|4x1nvY2FN8jxqAFA0DA02H|John Lennon
0q4xWbV08szzUpGPhVsrcD|Kids In America|73a6pNH4YtLNgDbPQwXveo|Kim Wilde
4WrwO9Un3ji5wnNySDGHwQ|Islands In The Stream|4tw2Lmn9tTPUv7Gy7mVPI4|Kenny Rogers
6csLL0MBNVIMx19PfsKsW7|In the Ghetto|43ZHCT0cAZBISjO8DG9PnE|Elvis Presley
225xvV8r1yKMHErSWivnow|"I Don't Want to Miss a Thing - From ""Armageddon"" Soundtrack"|7Ey4PD4MYsKc5I2dolUwbH|Aerosmith
27m1soUndRthrAA1ediOXn|I Heard It Through The Grapevine|3koiLjNrgRTNbOwViDipeA|Marvin Gaye
5XJJdNPkwmbUwE79gv0NxK|Gold Digger|7LnaAXbDVIL75IVPnndf7w|Jamie Foxx
2rKjTiwhbkdM2focSdHc7p|Friday on My Mind|1pJEZXU2hJApJW3rM7LmMu|The Easybeats
3kBT37GQJi7SVztoyjH0JJ|Gloria|44NX2ffIYHr6D4n7RaZF7A|Van Morrison
76qB2ZEZlEJAMqMqUjKusp|(Everything I Do) I Do It For You|3Z02hBLubJxuFJfhacLSDc|Bryan Adams
0L0T4tMAaGqLgIVj1MOj9t|Father Figure - Remastered|19ra5tSw0tWufvUp8GotLo|George Michael
1bdXMstfxFWYSkEFTnJMoN|Enter Sandman|2ye2Wgw4gimLv2eAKyk1NB|Metallica
60YR0CmO6fn55lGvd4kzoc|Don't Get Me Wrong - 2009 Remaster|0GByy3DcfbQwDvXGCWmzv9|Pretenders
39tLc4Xp58Lu4KcWHggeE2|Closer|0X380XXQSNBYuleKzav5UO|Nine Inch Nails
0MKGH8UMfCnq5w7nG06oM5|Come As You Are|6olE6TJLqED3rqDCT0FyPh|Nirvana
5uzNa0SBGOe5pPnstWHMCt|Come On Eileen|4QTVePrFu1xuGM9K0kNXkk|Dexys Midnight Runners
6FnuMo55jNECTDdS1nD5H0|Dancing in the Street - 2002 Remaster|0oSGxfWSnnOXhD2fKuz2Gy|David Bowie
1f2V8U1BiWaC9aJWmpOARe|By the Way|0L8ExT028jH3ddEcZwqJJ5|Red Hot Chili Peppers
1zng9uqqXoPkmU05nsAlsw|Bed Of Roses|58lV9VcRSjABbAbfWS6skp|Bon Jovi
40b31eggZB30hoqXhGm4qc|Band On The Run - Remastered 2010|4STHEaNw4mPZ2tzheohgXB|Paul McCartney
3TCauNPqFiniaYHBvEVoHG|Beautiful|1l7ZsJRRS8wlW3WfJfPfNS|Christina Aguilera
00WvmRXTkPBZNhhRK3xfdy|As Long as You Love Me|5rSXSAkZ67PYJSvpUpkOr7|Backstreet Boys
6NES8EKeNkePM6H2r0F9F4|Baby Did a Bad, Bad Thing|7290H8m1Dwt8G7jm1y9CQx|Chris Isaak
2H7PHVdQ3mXqEHXcvclTB0|1999|5a2EaR3hamoenG9rDuVn8j|Prince
6HA97v4wEGQ5TUClRM0XLc|99 Luftballons|6Tz0QRoe083BcOo2YbG9lV|Nena
1k1Bqnv2R0uJXQN4u6LKYt|Ain't No Sunshine|1ThoqLcyIYvZn7iWbj8fsj|Bill Withers
1L94M3KIu7QluZe63g64rv|Alive|1w5Kfo2jwwIPruYS2UWh56|Pearl Jam
7L1h8TN56ynoes6aZ4kNs2|Come On Eileen|4QTVePrFu1xuGM9K0kNXkk|Dexys Midnight Runners
20I6sIOMTCkB6w7ryavxtO|Call Me Maybe|6sFIWsNpZYqfjUpaCgueju|Carly Rae Jepsen
4y1LsJpmMti1PfRQV9AWWe|Girls Just Want to Have Fun|2BTZIqw0ntH9MvilQ3ewNY|Cyndi Lauper
1F9NVicWfNQA5ki8WmEtk8|Crazy Little Thing Called Love|1dfeR4HaWDbWqFHLkxsg1d|Queen
6YGUdTzzWPiuK7hX9oQRdc|What Is Love|0Suv0tRrNrUlRzAy8aXjma|Haddaway
2K22nUTdyr48JDwI5t906t|Relax|1mZu3rO7qSD09GdDpePHhY|Frankie Goes To Hollywood
2He3NOyqtLNE3RQPpeDdSb|Groove Is in the Heart|4eQJIXFEujzhTVVS1gIfu5|Deee-Lite
4KjPPpRbthW8dSNdisR2Wi|Too Funky - Single Edit|19ra5tSw0tWufvUp8GotLo|George Michael
0PsGiTiLXmSpotcvpe5AsN|I See Red|0Upmz8QvuLAkKAfRlJYWTL|Split Enz
7arHM2KZ0KzIZXFVDRGClI|Holiday|6tbjWDEIzxoDsBA1FuhfPW|Madonna
5kguToT39QaxxYEuPwFkp6|Tonight, Tonight|40Yq4vzPs9VNUrIBG5Jr2i|The Smashing Pumpkins
1lJZSsMoWEbrgaY6CxPMf8|Would I Lie to You? - Remastered Version|7gcCQIlkkfbul5Mt0jBQkg|Dave Stewart
4cIPLtg1avt2Jm3ne9S1zy|Killer Queen - Remastered 2011|1dfeR4HaWDbWqFHLkxsg1d|Queen
1hQFF33xi8ruavZNyovtUN|December, 1963 (Oh What a Night!)|6mcrZQmgzFGRWf7C0SObou|Frankie Valli & The Four Seasons
48Ej1CDmpsETlImicgiXWC|Luka|3X0tJzVYoWlfjLYI0Ridsw|Suzanne Vega
6yZv0Nl6BXABbXoPVpfF5y|SOS|0LcJLqbBmaGUft1e9Mm8HV|ABBA
3mCeeoBvTTpg8Xy2Wuvirw|Bat Out of Hell|7dnB1wSxbYa8CejeVg98hz|Meat Loaf
13TdxPOQxt76PUCNr79L1H|Who's That Girl?|0NKDgy9j66h3DLnN8qu1bB|Eurythmics
31DvHUCSioX0JD7B4kZMJ9|Money For Nothing|0WwSkZ7LtFUFjGjMZBMt6T|Dire Straits
7azo4rpSUh8nXgtonC6Pkq|Thriller|3fMbdgg4jU18AjLCKBhRSm|Michael Jackson
58XjfjwtnhPYWJCb9QBqNe|What Do I Have to Do|4RVnAU35WRWra6OZ3CbbMA|Kylie Minogue
1QFh8OH1e78dGd3VyJZCAC|Boys Don't Cry|7bu3H8JO7d0UbMoVzbo70s|The Cure
71yCMlsD6qbD7NmNUEoVNR|Ca plane pour moi|1KeIof0zqga5ojkmOKg88P|Plastic Bertrand
0YZ3J8xzGwLOg4yEgST1YK|With A Little Help From My Friends|3pFCERyEiP5xeN2EsPXhjI|Joe Cocker
3cbLm923IeoVDOMEPOfosc|Vienna|3iUjRVvYCsMfz7tuAQtBDI|Ultravox
1MX6kqZ8FOht5UnQuPl6Jj|I Want It All - Single Version|1dfeR4HaWDbWqFHLkxsg1d|Queen
2grjqo0Frpf2okIBiifQKs|September|4QQgXkCYTt3BlENzhyNETg|Earth, Wind & Fire
05mdiAnALU200LER7TId7R|History Repeating|0SrLLgqXn82PvsRalGl2rH|Propellerheads Feat. Miss Shirley Bassey
4r7im8h2DTRPvl25YfNyIT|Long Day|3Ngh2zDBRPEriyxQDAMKd1|Matchbox Twenty
4pbyDPjFgfPqFTcIMC8xpK|Rock DJ|2HcwFjNelS49kFbfvMxQYw|Robbie Williams
3fjA8feYyRg4wcxpNhyi73|Harley & Rose|1iES8Ckei3eLmSBPo4vwU7|The Black Sorrows
6ZOBP3NvffbU4SZcrnt1k6|Kryptonite|2RTUTCvo6onsAnheUk3aL9|3 Doors Down
4JiEyzf0Md7KEFFGWDDdCr|Knockin' On Heaven's Door|3qm84nBOXUEQ2vnTfUTTFC|Guns N' Roses
7wMq5n8mYSKlQIGECKUgTX|Hall of Fame (feat. will.i.am)|3AQRLZ9PuTAozP28Skbq8V|The Script
7J6DcdczWKLMzXLjTxR3Od|Hotel California|3yjc3GIrh06KyX0B8XVIcT|The Rock Masters
2shH36IytTvWBMMQi1KhNL|You're The First, The Last, My Everything|3rfgbfpPSfXY40lzRK7Syt|Barry White
1cJssTcMltUxhvUZLpn3Ci|I Will Always Love You|6XpaIBNiVzIetEPCWDvAFP|Whitney Houston
78tohUCFtANyQCWrbGgHMH|Purple Rain|5a2EaR3hamoenG9rDuVn8j|Prince
6clw4A52XQ9tLBPHBM8SYG|Nights In White Satin - Single Edit|5BcZ22XONcRoLhTbZRuME1|The Moody Blues
6QaW6CHvg58AtSBw6oXp1H|Someone Like You|0Tazr7cok0ZIzVWH27sqeY|Beth
74EV0g12ihUoOUXMprFpZB|Losing My Religion|4KWTAlx2RvbpseOGMEmROg|R.E.M.
6eSenvDwIVjNQLiQPcF7rL|Tainted Love|6aq8T2RcspxVOGgMrTzjWc|Soft Cell
4cMLZnElAzXYXEe4aWTEeK|Forever Young - Remastered Version|0xliTEbFfy5HQHvsTknTkX|Alphaville
5iUzEn2QzBW0KEWNQO1KQC|The Rose|13y0kncDD4J9wxCyfKr10W|Bette Midler
5QFivxhQ8b1gJu1Hi2vdEr|New years day|51Blml2LZPmy7TTiAg47vQ|U2
3UNa2iZNHZ8cDvzXSNVrUZ|I Got You Babe|2ozLlEZTdSV3pjHgWwZMsi|Chrissie Hynde
6pWOFsrc9iho2uqhbHK1kV|I'm Not In Love|6i6WlGzQtXtz7GcC5H5st5|10cc
5ppqXcqtulwI36Omdde0Mq|Mama|3CkvROUTQ6nRi9yQOcsB50|Genesis
6OjVpzGztZvdsHEpPqLx4E|Somebody To Love|1dfeR4HaWDbWqFHLkxsg1d|Queen
1l74wt5cIjAq6vOinDPFgV|Super Freak|0FrpdcVlJQqibaz5HfBUrL|Rick James
21ScRnJyZCD7sioWBAzGML|The Eve of the War (feat. Richard Burton & Justin Hayward)|3axaLrA0gIANDLYAv9pC9P|Richard Burton
2AOCPLs1pU7KpL1vsOkOzC|Het Werd Zomer|3u84EkSPrJYO4n5cipED9K|Rob De Nijs
4q4qPStI8Hj3JlzxnBs7YT|Beautiful Noise|7mEIug7XUlQHikrFxjTWes|Neil Diamond
6wLr2oR8eqUG5Beleh2Crm|You Can Call Me Al|2CvCyf1gEVhI0mX6aFXmVI|Paul Simon
6VQdtbUuUn8vAjxwOQ63qQ|Too Much Love Will Kill You|2NcbLU1bW55eahD0UgD7U3|Brian May
2lC8mX6MPdp8bDabe80ZPH|Long Train Runnin'|39T6qqI0jDtSWWioX8eGJz|The Doobie Brothers
0uMMLry3hzWGn3q3loqMkm|La Bamba|6OWapcJm9xd55ci9CYbAuT|Los Lobos
1h16NyTnhC3EsKRyY1rs4E|Breakfast In America|3JsMj0DEzyWc0VDlHuy9Bx|Supertramp
2swLUhkWbmz08KRyGHvVeM|Slippery People - 2005 Remastered Version|2x9SpqnPi8rlE9pjHBwmSC|Talking Heads
4vCJEhBE0PajEAOLi0t60Q|Time After Time|2BTZIqw0ntH9MvilQ3ewNY|Cyndi Lauper
2ktJbPbqQAgreYNEYTisxZ|China Girl - Single Version; 2002 Digital Remaster|0oSGxfWSnnOXhD2fKuz2Gy|David Bowie
4Sbq5hsdO0vSqo56yIpbVH|Glory Days|3eqjTLE0HfPfh78zjh6TqT|Bruce Springsteen
0PzO06tKI5SpwCXA15mabM|Paradijs|0e6dXSbAaFM0M9SlsgHIBj|Frank Boeijen
50dcEB31QnSdy7CyL7VrX7|Fantasy|4QQgXkCYTt3BlENzhyNETg|Earth, Wind & Fire
0iwWlM8PNfwilQbsKUYFcS|Follow You Follow Me - 1994 Digital Remaster|3CkvROUTQ6nRi9yQOcsB50|Genesis
17rJRwpjHnIft9Rx2Z7K3A|Dirty Diana|3fMbdgg4jU18AjLCKBhRSm|Michael Jackson
3PuH8vuSUMJ3N4f4dP4du0|Monday Monday|1bs7HoMkSyQwcobCpE9KpN|The Mamas & The Papas
7xxC3RQt0yBPNmA74w8Vay|Rocking All Over The World|3yjc3GIrh06KyX0B8XVIcT|The Rock Masters
0AAaEKogi9tLTvvVvstLCJ|Sailing - 2008 Remaster|2y8Jo9CKhJvtfeKOsYzRdT|Rod Stewart
7INi4pMPG4IE0Smx5y4KVf|Easy Lover|4lxfqrEsLX6N1N4OCSkILp|Phil Collins
0MM5a5yREtNa2fpR6J0XEZ|Greased Lightning|4hKkEHkaqCsyxNxXEsszVH|John Travolta
5ctN9OLPwn5gDFaYHjLEIG|Bicycle Race - 2011 Remaster|1dfeR4HaWDbWqFHLkxsg1d|Queen
07Wo2dbhwMRdwrkspJZGz3|Eisbaer (Radio mix)|3EZ8aT3aObfRe1JMu3gJ2t|Groovezone
72spzrvGTuoMfXVP3wxZDQ|Conquest of Paradise|4P70aqttdpJ9vuYFDmf7f6|Vangelis
0uGMIUwjc7zGrEV9BV9RUR|Girl, You'll Be A Woman Soon|7mEIug7XUlQHikrFxjTWes|Neil Diamond
5oVd20ddRqp5yenSA0E6u1|Should I Stay or Should I Go|3RGLhK1IP9jnYFH4BRFJBS|The Clash
63Yja5S13wLJdubDUSCoVI|Isn't It Time - 2000 Remastered Version|6z7wrwE2QW7Keb9ozoF0rg|The Babys
5CloGSswfgNENZ1WDRX0B9|She Loves You|7vfFFI4s6twLs3L5POUURF|The Yesteryears
11M7j7LE5AQ9aMCeY9uFZs|I Got You (I Feel Good) - 1966 Album Version|7GaxyUddsPok8BuhxN6OUW|James Brown
66StbhSgIrQIwDw0rOFXlM|Ma Baker|54R6Y0I7jGUCveDTtI21nb|Boney M.
1JEUaHiKzbDLsI1FpOunGh|Love Is All - Demo Version - Bonus Track|4SZsrfkRu7ulmfSKWK5wZ0|Roger Glover and Guests
3WXK9PO4XhfwjMRGKiD0Hc|Jin-Go-Lo-Ba|6GI52t8N5F02MxU0g5U69P|Santana
7li50WNrVwtaQPdn7DbX7s|Like a Hurricane|6v8FB84lnmJs434UJf2Mrm|Neil Young
331BQtPSs6HNU7KezqQ7NR|Porselein|2VzzWsupKRGmUms7RknkuG|Yasmine
7evYrcU6PhEsca4XDsuyII|Cracklin' Rosie - Single Version|7mEIug7XUlQHikrFxjTWes|Neil Diamond
34Rt8Ti2OAsA8s39rLgyML|Love Is The Drug|3fhOTtm0LBJ3Ojn4hIljLo|Roxy Music
3sIsG7vDZr17BVimMeZZQS|Adult Education|77tT1kLj6mCWtFNqiOmP9H|Daryl Hall & John Oates
34AJbTeFxDD5nXBzczPIte|Love of the Common People|6rqU9HQ57NYGBnBzbrY3a4|Paul Young
6bzwsAtj4TqaBysLDrGiO3|I.G.Y.|0S1SjYebdSaiMpI8xSW2Wb|Donald Fagen
